gameId,gameDate,gameTimeEastern,homeTeamAbbr,visitorTeamAbbr,week
2018120203,12/02/2018,13:00:00,GB,ARI,13
2018120204,12/02/2018,13:00:00,HOU,CLE,13
2018120205,12/02/2018,13:00:00,JAX,IND,13
2018120211,12/02/2018,16:05:00,TEN,NYJ,13
2018120210,12/02/2018,16:05:00,OAK,KC,13
2018120212,12/02/2018,16:25:00,NE,MIN,13
2018120213,12/02/2018,16:25:00,SEA,SF,13
2018120300,12/03/2018,20:15:00,PHI,WAS,13
2018120600,12/06/2018,20:20:00,TEN,JAX,14
2018120900,12/09/2018,13:00:00,BUF,NYJ,14
2018120901,12/09/2018,20:20:00,CHI,LA,14
2018120908,12/09/2018,13:00:00,WAS,NYG,14
2018120907,12/09/2018,13:00:00,TB,NO,14
2018120906,12/09/2018,13:00:00,MIA,NE,14
2018120905,12/09/2018,13:00:00,KC,BAL,14
2018120904,12/09/2018,13:00:00,HOU,IND,14
2018120902,12/09/2018,13:00:00,CLE,CAR,14
2018120903,12/09/2018,13:00:00,GB,ATL,14
2018120910,12/09/2018,16:05:00,SF,DEN,14
2018120909,12/09/2018,16:05:00,LAC,CIN,14
2018120911,12/09/2018,16:25:00,ARI,DET,14
2018120912,12/09/2018,16:25:00,DAL,PHI,14
2018120913,12/09/2018,16:25:00,OAK,PIT,14
2018121000,12/10/2018,20:15:00,SEA,MIN,14
2018121300,12/13/2018,20:20:00,KC,LAC,15
2018121500,12/15/2018,16:30:00,NYJ,HOU,15
2018121501,12/15/2018,20:20:00,DEN,CLE,15
2018121602,12/16/2018,13:00:00,BUF,DET,15
2018121603,12/16/2018,13:00:00,CHI,GB,15
2018121604,12/16/2018,13:00:00,CIN,OAK,15
2018121601,12/16/2018,13:00:00,BAL,TB,15
2018121600,12/16/2018,13:00:00,ATL,ARI,15
2018121605,12/16/2018,13:00:00,IND,DAL,15
2018121608,12/16/2018,13:00:00,NYG,TEN,15
2018121607,12/16/2018,13:00:00,MIN,MIA,15
2018121606,12/16/2018,13:00:00,JAX,WAS,15
2018121609,12/16/2018,16:05:00,SF,SEA,15
2018121610,12/16/2018,16:25:00,PIT,NE,15
2018121611,12/16/2018,20:20:00,LA,PHI,15
2018121700,12/17/2018,20:15:00,CAR,NO,15
2018122300,12/23/2018,13:00:00,IND,NYG,16
2018122310,12/23/2018,13:00:00,PHI,HOU,16
2018122309,12/23/2018,13:00:00,NYJ,GB,16
2018122308,12/23/2018,13:00:00,NE,BUF,16
2018122307,12/23/2018,13:00:00,DET,MIN,16
2018122306,12/23/2018,13:00:00,DAL,TB,16
2018122302,12/23/2018,13:00:00,MIA,JAX,16
2018122304,12/23/2018,13:00:00,CAR,ATL,16
2018122305,12/23/2018,13:00:00,CLE,CIN,16
2018122312,12/23/2018,16:05:00,SF,CHI,16
2018122311,12/23/2018,16:05:00,ARI,LA,16
2018122313,12/23/2018,16:25:00,NO,PIT,16
2018122314,12/23/2018,20:20:00,SEA,KC,16
2018122400,12/24/2018,20:15:00,OAK,DEN,16
2018123001,12/30/2018,13:00:00,BUF,MIA,17
2018123002,12/30/2018,13:00:00,GB,DET,17
2018123003,12/30/2018,13:00:00,HOU,JAX,17
2018123004,12/30/2018,16:25:00,KC,OAK,17
2018123005,12/30/2018,16:25:00,MIN,CHI,17
2018123006,12/30/2018,13:00:00,NE,NYJ,17
2018123007,12/30/2018,13:00:00,NO,CAR,17
2018123008,12/30/2018,13:00:00,NYG,DAL,17
2018123009,12/30/2018,16:25:00,PIT,CIN,17
2018123010,12/30/2018,13:00:00,TB,ATL,17
2018123011,12/30/2018,20:20:00,TEN,IND,17
2018123012,12/30/2018,16:25:00,WAS,PHI,17
2018123000,12/30/2018,16:25:00,BAL,CLE,17
2018123013,12/30/2018,16:25:00,DEN,LAC,17
2018123015,12/30/2018,16:25:00,SEA,ARI,17
2018123014,12/30/2018,16:25:00,LA,SF,17
2018122200,12/22/2018,16:30:00,TEN,WAS,16
2018122201,12/22/2018,20:20:00,LAC,BAL,16
