week,time,x,y,s,a,dis,o,dir,event,nfl_id,display_name,jersey_number,position,frame_id,team,game_id,play_id,play_direction,route
week17,2018-12-30T23:13:52Z,16.129999999999995,23.653333333333336,0.56,0.37,0.05,268.02,282.07,None,2558125,Patrick Mahomes,15,QB,1,home,2018123004,2619,left,NA
week17,2018-12-30T23:13:52Z,24.510000000000005,27.403333333333336,0.57,0.02,0.06,98.71,213.11,None,2559054,Nicholas Morrow,50,ILB,1,away,2018123004,2619,left,NA
week17,2018-12-30T23:13:52Z,26.209999999999994,17.943333333333335,0.08,0.65,0.01,115.28,75.96,None,2560819,Nick Nelson,23,CB,1,away,2018123004,2619,left,NA
week17,2018-12-30T23:13:52Z,30.97,30.733333333333334,0.09,0.75,0.01,75.7,50.47,None,2561585,Dallin Leavitt,32,DB,1,away,2018123004,2619,left,NA
week17,2018-12-30T23:13:52Z,20.650000000000006,23.483333333333334,0,0,0,NA,NA,None,NA,Football,NA,NA,1,football,2018123004,2619,left,NA
week17,2018-12-30T23:13:52Z,21.629999999999995,29.083333333333336,0.01,0.01,0.01,76.8,114.48,None,2532974,Kyle Wilber,58,OLB,2,away,2018123004,2619,left,NA
week17,2018-12-30T23:13:52Z,23.340000000000003,22.813333333333336,1.1,1.22,0.1,70.34,3.52,None,2532986,Tahir Whitehead,59,OLB,2,away,2018123004,2619,left,NA
week17,2018-12-30T23:13:52Z,19.08,28.423333333333336,0,0,0,249.04,73.66,None,2540258,Travis Kelce,87,TE,2,home,2018123004,2619,left,FLAT
week17,2018-12-30T23:13:52Z,21.950000000000003,17.403333333333336,0,0,0,153.9,64.93,None,2541200,Rashaan Melvin,22,CB,2,away,2018123004,2619,left,NA
week17,2018-12-30T23:13:52Z,16.42,25.913333333333334,0,0,0,281.92,244.43,None,2550268,Charcandrick West,30,RB,2,home,2018123004,2619,left,ANGLE
week17,2018-12-30T23:13:52Z,18.950000000000003,18.793333333333337,0,0,0,261.66,163.4,None,2552652,Chris Conley,17,WR,2,home,2018123004,2619,left,FLAT
week17,2018-12-30T23:13:52Z,30.39,19.523333333333333,0.8,0.41,0.08,90.67,14.72,None,2555342,Karl Joseph,42,SS,2,away,2018123004,2619,left,NA
week17,2018-12-30T23:13:52Z,19.879999999999995,17.883333333333333,0,0,0,272.88,101.66,None,2555478,Demarcus Robinson,11,WR,2,home,2018123004,2619,left,GO
week17,2018-12-30T23:13:52Z,23,29.793333333333337,0,0,0,71.54,345.72,None,2555568,Erik Harris,25,SS,2,away,2018123004,2619,left,NA
week17,2018-12-30T23:13:52Z,19.930000000000007,30.793333333333337,0,0,0,270.16,128.52,None,2556214,Tyreek Hill,10,WR,2,home,2018123004,2619,left,HITCH
week17,2018-12-30T23:13:52Z,21.680000000000007,30.763333333333335,0.27,0.8,0.03,70.16,116.83,None,2558062,Gareon Conley,21,CB,2,away,2018123004,2619,left,NA
week17,2018-12-30T23:13:52Z,16.180000000000007,23.643333333333334,0.57,0.13,0.06,268.02,283.4,None,2558125,Patrick Mahomes,15,QB,2,home,2018123004,2619,left,NA
week17,2018-12-30T23:13:52Z,24.540000000000006,27.453333333333337,0.55,0.19,0.06,97.63,214.8,None,2559054,Nicholas Morrow,50,ILB,2,away,2018123004,2619,left,NA
week17,2018-12-30T23:13:52Z,26.230000000000004,17.933333333333337,0.06,0.56,0.02,114.66,331.23,None,2560819,Nick Nelson,23,CB,2,away,2018123004,2619,left,NA
week17,2018-12-30T23:13:52Z,30.959999999999994,30.733333333333334,0.03,0.81,0,75.7,165.85,None,2561585,Dallin Leavitt,32,DB,2,away,2018123004,2619,left,NA
week17,2018-12-30T23:13:52Z,20.650000000000006,23.483333333333334,0,0,0,NA,NA,None,NA,Football,NA,NA,2,football,2018123004,2619,left,NA
week17,2018-12-30T23:13:52Z,21.620000000000005,29.073333333333334,0.01,0.01,0,76.8,112.77,None,2532974,Kyle Wilber,58,OLB,3,away,2018123004,2619,left,NA
week17,2018-12-30T23:13:52Z,23.33,22.703333333333337,1.17,0.92,0.11,70.34,7.66,None,2532986,Tahir Whitehead,59,OLB,3,away,2018123004,2619,left,NA
week17,2018-12-30T23:13:52Z,19.090000000000003,28.423333333333336,0,0,0,249.04,75.15,None,2540258,Travis Kelce,87,TE,3,home,2018123004,2619,left,FLAT
week17,2018-12-30T23:13:52Z,21.950000000000003,17.403333333333336,0,0,0,151.27,63.41,None,2541200,Rashaan Melvin,22,CB,3,away,2018123004,2619,left,NA
week17,2018-12-30T23:13:52Z,16.42,25.913333333333334,0,0,0,281.92,275.61,None,2550268,Charcandrick West,30,RB,3,home,2018123004,2619,left,ANGLE
week17,2018-12-30T23:13:52Z,18.950000000000003,18.793333333333337,0,0,0,261.66,167.76,None,2552652,Chris Conley,17,WR,3,home,2018123004,2619,left,FLAT
week17,2018-12-30T23:13:52Z,30.370000000000005,19.453333333333333,0.73,0.34,0.07,91.44,15.79,None,2555342,Karl Joseph,42,SS,3,away,2018123004,2619,left,NA
week17,2018-12-30T23:13:52Z,19.879999999999995,17.883333333333333,0,0,0,272.88,102.62,None,2555478,Demarcus Robinson,11,WR,3,home,2018123004,2619,left,GO
week17,2018-12-30T23:13:52Z,23,29.793333333333337,0,0,0,71.54,351.68,None,2555568,Erik Harris,25,SS,3,away,2018123004,2619,left,NA
week17,2018-12-30T23:13:52Z,19.930000000000007,30.793333333333337,0,0,0,270.16,158.35,None,2556214,Tyreek Hill,10,WR,3,home,2018123004,2619,left,HITCH
week17,2018-12-30T23:13:52Z,21.659999999999997,30.763333333333335,0.21,0.66,0.02,74.29,124.98,None,2558062,Gareon Conley,21,CB,3,away,2018123004,2619,left,NA
week17,2018-12-30T23:13:52Z,16.230000000000004,23.623333333333335,0.53,0.24,0.06,267.22,288.27,None,2558125,Patrick Mahomes,15,QB,3,home,2018123004,2619,left,NA
week17,2018-12-30T23:13:52Z,24.58,27.493333333333336,0.54,0.3,0.06,97.06,217.87,None,2559054,Nicholas Morrow,50,ILB,3,away,2018123004,2619,left,NA
week17,2018-12-30T23:13:52Z,26.269999999999996,17.92333333333334,0.16,0.46,0.04,114.66,292.66,None,2560819,Nick Nelson,23,CB,3,away,2018123004,2619,left,NA
week17,2018-12-30T23:13:52Z,30.959999999999994,30.743333333333336,0.17,1.02,0.01,75.7,198.8,None,2561585,Dallin Leavitt,32,DB,3,away,2018123004,2619,left,NA
week17,2018-12-30T23:13:52Z,20.650000000000006,23.483333333333334,0,0,0,NA,NA,None,NA,Football,NA,NA,3,football,2018123004,2619,left,NA
week17,2018-12-30T23:13:52Z,21.620000000000005,29.083333333333336,0.01,0.01,0.01,76.8,114.37,None,2532974,Kyle Wilber,58,OLB,4,away,2018123004,2619,left,NA
week17,2018-12-30T23:13:52Z,23.310000000000002,22.593333333333337,1.17,0.61,0.11,70.34,10.14,None,2532986,Tahir Whitehead,59,OLB,4,away,2018123004,2619,left,NA
week17,2018-12-30T23:13:52Z,19.08,28.433333333333337,0,0,0,247.91,78.59,None,2540258,Travis Kelce,87,TE,4,home,2018123004,2619,left,FLAT
week17,2018-12-30T23:13:52Z,21.950000000000003,17.403333333333336,0,0,0,150.25,60.1,None,2541200,Rashaan Melvin,22,CB,4,away,2018123004,2619,left,NA
week17,2018-12-30T23:13:52Z,16.42,25.913333333333334,0,0,0,281.92,272.58,None,2550268,Charcandrick West,30,RB,4,home,2018123004,2619,left,ANGLE
week17,2018-12-30T23:13:52Z,18.950000000000003,18.793333333333337,0,0,0,261.66,163.29,None,2552652,Chris Conley,17,WR,4,home,2018123004,2619,left,FLAT
week17,2018-12-30T23:13:52Z,30.349999999999994,19.393333333333338,0.66,0.52,0.07,93.26,17.15,None,2555342,Karl Joseph,42,SS,4,away,2018123004,2619,left,NA
week17,2018-12-30T23:13:52Z,19.879999999999995,17.883333333333333,0,0,0,272.88,104.17,None,2555478,Demarcus Robinson,11,WR,4,home,2018123004,2619,left,GO
week17,2018-12-30T23:13:52Z,22.989999999999995,29.793333333333337,0,0,0,71.54,0.27,None,2555568,Erik Harris,25,SS,4,away,2018123004,2619,left,NA
week17,2018-12-30T23:13:52Z,19.939999999999998,30.793333333333337,0,0,0,270.16,177.31,None,2556214,Tyreek Hill,10,WR,4,home,2018123004,2619,left,HITCH
week17,2018-12-30T23:13:52Z,21.650000000000006,30.763333333333335,0.13,0.52,0.01,80.09,131.15,None,2558062,Gareon Conley,21,CB,4,away,2018123004,2619,left,NA
week17,2018-12-30T23:13:52Z,16.28,23.603333333333335,0.5,0.37,0.05,267.22,291.22,None,2558125,Patrick Mahomes,15,QB,4,home,2018123004,2619,left,NA
week17,2018-12-30T23:13:52Z,24.61,27.533333333333335,0.52,0.34,0.05,95.79,220.82,None,2559054,Nicholas Morrow,50,ILB,4,away,2018123004,2619,left,NA
week17,2018-12-30T23:13:52Z,26.310000000000002,17.913333333333334,0.24,0.32,0.04,114.66,289.91,None,2560819,Nick Nelson,23,CB,4,away,2018123004,2619,left,NA
week17,2018-12-30T23:13:52Z,30.97,30.773333333333337,0.35,1.15,0.03,76.53,200.43,None,2561585,Dallin Leavitt,32,DB,4,away,2018123004,2619,left,NA
week17,2018-12-30T23:13:52Z,20.650000000000006,23.483333333333334,0,0,0,NA,NA,None,NA,Football,NA,NA,4,football,2018123004,2619,left,NA
week17,2018-12-30T23:13:52Z,21.61,29.083333333333336,0.01,0.01,0.01,75.82,118.06,None,2532974,Kyle Wilber,58,OLB,5,away,2018123004,2619,left,NA
week17,2018-12-30T23:13:52Z,23.290000000000006,22.473333333333336,1.19,0.44,0.12,70.34,12.23,None,2532986,Tahir Whitehead,59,OLB,5,away,2018123004,2619,left,NA
week17,2018-12-30T23:13:52Z,19.08,28.433333333333337,0,0,0,247.91,86.71,None,2540258,Travis Kelce,87,TE,5,home,2018123004,2619,left,FLAT
week17,2018-12-30T23:13:52Z,21.950000000000003,17.403333333333336,0,0,0.01,148.1,48.88,None,2541200,Rashaan Melvin,22,CB,5,away,2018123004,2619,left,NA
week17,2018-12-30T23:13:52Z,16.42,25.913333333333334,0,0,0,281.92,265.92,None,2550268,Charcandrick West,30,RB,5,home,2018123004,2619,left,ANGLE
week17,2018-12-30T23:13:52Z,18.950000000000003,18.793333333333337,0,0,0,261.66,166.15,None,2552652,Chris Conley,17,WR,5,home,2018123004,2619,left,FLAT
week17,2018-12-30T23:13:52Z,30.33,19.333333333333336,0.59,0.63,0.06,96.58,18.27,None,2555342,Karl Joseph,42,SS,5,away,2018123004,2619,left,NA
week17,2018-12-30T23:13:52Z,19.879999999999995,17.883333333333333,0.02,0.43,0,273.58,115.02,None,2555478,Demarcus Robinson,11,WR,5,home,2018123004,2619,left,GO
week17,2018-12-30T23:13:52Z,22.989999999999995,29.793333333333337,0,0,0,71.54,4.5,None,2555568,Erik Harris,25,SS,5,away,2018123004,2619,left,NA
week17,2018-12-30T23:13:52Z,19.939999999999998,30.803333333333335,0,0,0,270.16,182.48,None,2556214,Tyreek Hill,10,WR,5,home,2018123004,2619,left,HITCH
week17,2018-12-30T23:13:52Z,21.64,30.773333333333337,0.11,0.46,0.01,85.78,146.29,None,2558062,Gareon Conley,21,CB,5,away,2018123004,2619,left,NA
week17,2018-12-30T23:13:52Z,16.33,23.583333333333336,0.45,0.48,0.05,266.33,294.58,None,2558125,Patrick Mahomes,15,QB,5,home,2018123004,2619,left,NA
week17,2018-12-30T23:13:52Z,24.64,27.573333333333334,0.45,0.47,0.05,94.13,223.05,None,2559054,Nicholas Morrow,50,ILB,5,away,2018123004,2619,left,NA
week17,2018-12-30T23:13:52Z,26.36,17.893333333333338,0.32,0.19,0.05,112.3,289.17,None,2560819,Nick Nelson,23,CB,5,away,2018123004,2619,left,NA
week17,2018-12-30T23:13:52Z,30.989999999999995,30.813333333333336,0.54,1.26,0.05,77.56,199.37,None,2561585,Dallin Leavitt,32,DB,5,away,2018123004,2619,left,NA
week17,2018-12-30T23:13:52Z,20.650000000000006,23.483333333333334,0,0,0,NA,NA,None,NA,Football,NA,NA,5,football,2018123004,2619,left,NA
week17,2018-12-30T23:13:52Z,21.599999999999994,29.093333333333337,0.01,0.01,0.02,74.52,118.44,None,2532974,Kyle Wilber,58,OLB,6,away,2018123004,2619,left,NA
week17,2018-12-30T23:13:52Z,23.269999999999996,22.363333333333337,1.15,0.28,0.12,70.34,11.39,None,2532986,Tahir Whitehead,59,OLB,6,away,2018123004,2619,left,NA
week17,2018-12-30T23:13:52Z,19.08,28.433333333333337,0,0,0,247.01,85.63,None,2540258,Travis Kelce,87,TE,6,home,2018123004,2619,left,FLAT
week17,2018-12-30T23:13:52Z,21.939999999999998,17.393333333333338,0,0,0,147.04,49.53,None,2541200,Rashaan Melvin,22,CB,6,away,2018123004,2619,left,NA
week17,2018-12-30T23:13:52Z,16.42,25.913333333333334,0,0,0,281.92,272.76,None,2550268,Charcandrick West,30,RB,6,home,2018123004,2619,left,ANGLE
week17,2018-12-30T23:13:52Z,18.950000000000003,18.793333333333337,0,0,0,261.66,179.78,None,2552652,Chris Conley,17,WR,6,home,2018123004,2619,left,FLAT
week17,2018-12-30T23:13:52Z,30.319999999999993,19.28333333333334,0.52,0.65,0.06,99.56,19.28,None,2555342,Karl Joseph,42,SS,6,away,2018123004,2619,left,NA
week17,2018-12-30T23:13:52Z,19.86,17.893333333333338,0.08,0.46,0.02,273.58,115.45,None,2555478,Demarcus Robinson,11,WR,6,home,2018123004,2619,left,GO
week17,2018-12-30T23:13:52Z,22.989999999999995,29.783333333333335,0,0,0,72.21,8.27,None,2555568,Erik Harris,25,SS,6,away,2018123004,2619,left,NA
week17,2018-12-30T23:13:52Z,19.939999999999998,30.803333333333335,0,0,0,269.5,178.62,None,2556214,Tyreek Hill,10,WR,6,home,2018123004,2619,left,HITCH
week17,2018-12-30T23:13:52Z,21.64,30.783333333333335,0.04,0.55,0.01,91.72,170.31,None,2558062,Gareon Conley,21,CB,6,away,2018123004,2619,left,NA
week17,2018-12-30T23:13:52Z,16.36,23.573333333333334,0.33,0.7,0.04,266.33,289.3,None,2558125,Patrick Mahomes,15,QB,6,home,2018123004,2619,left,NA
week17,2018-12-30T23:13:52Z,24.67,27.603333333333335,0.4,0.48,0.04,91.26,221.31,None,2559054,Nicholas Morrow,50,ILB,6,away,2018123004,2619,left,NA
week17,2018-12-30T23:13:52Z,26.409999999999997,17.873333333333335,0.36,0.08,0.05,112.3,292.12,None,2560819,Nick Nelson,23,CB,6,away,2018123004,2619,left,NA
week17,2018-12-30T23:13:52Z,31.010000000000005,30.873333333333335,0.71,1.26,0.06,77.56,200.74,None,2561585,Dallin Leavitt,32,DB,6,away,2018123004,2619,left,NA
week17,2018-12-30T23:13:52Z,20.650000000000006,23.483333333333334,0,0,0,NA,NA,None,NA,Football,NA,NA,6,football,2018123004,2619,left,NA
week17,2018-12-30T23:13:52Z,21.590000000000003,29.093333333333337,0.01,0.01,0.01,74.52,116.12,None,2532974,Kyle Wilber,58,OLB,7,away,2018123004,2619,left,NA
week17,2018-12-30T23:13:52Z,23.25,22.253333333333337,1.09,0.46,0.11,72.13,10.95,None,2532986,Tahir Whitehead,59,OLB,7,away,2018123004,2619,left,NA
week17,2018-12-30T23:13:52Z,19.08,28.433333333333337,0,0,0,246.28,88.49,None,2540258,Travis Kelce,87,TE,7,home,2018123004,2619,left,FLAT
week17,2018-12-30T23:13:52Z,21.939999999999998,17.393333333333338,0,0,0,145.86,50.78,None,2541200,Rashaan Melvin,22,CB,7,away,2018123004,2619,left,NA
week17,2018-12-30T23:13:52Z,16.42,25.913333333333334,0,0,0,281.92,251.19,None,2550268,Charcandrick West,30,RB,7,home,2018123004,2619,left,ANGLE
week17,2018-12-30T23:13:52Z,18.950000000000003,18.793333333333337,0,0,0,261.66,176.83,None,2552652,Chris Conley,17,WR,7,home,2018123004,2619,left,FLAT
week17,2018-12-30T23:13:52Z,30.299999999999997,19.233333333333334,0.42,0.74,0.05,102.31,19.49,None,2555342,Karl Joseph,42,SS,7,away,2018123004,2619,left,NA
week17,2018-12-30T23:13:52Z,19.840000000000003,17.903333333333336,0.13,0.33,0.02,273.58,113.1,None,2555478,Demarcus Robinson,11,WR,7,home,2018123004,2619,left,GO
week17,2018-12-30T23:13:52Z,22.989999999999995,29.783333333333335,0,0,0,72.21,14.42,None,2555568,Erik Harris,25,SS,7,away,2018123004,2619,left,NA
week17,2018-12-30T23:13:52Z,19.930000000000007,30.803333333333335,0,0,0,269.5,175.68,None,2556214,Tyreek Hill,10,WR,7,home,2018123004,2619,left,HITCH
week17,2018-12-30T23:13:52Z,21.64,30.783333333333335,0.03,0.53,0,96.42,302.79,None,2558062,Gareon Conley,21,CB,7,away,2018123004,2619,left,NA
week17,2018-12-30T23:13:52Z,16.39,23.553333333333335,0.23,0.83,0.03,265.71,295.15,None,2558125,Patrick Mahomes,15,QB,7,home,2018123004,2619,left,NA
week17,2018-12-30T23:13:52Z,24.689999999999998,27.633333333333336,0.31,0.62,0.03,88.79,227.52,None,2559054,Nicholas Morrow,50,ILB,7,away,2018123004,2619,left,NA
week17,2018-12-30T23:13:52Z,26.459999999999994,17.843333333333334,0.39,0.03,0.05,112.3,293.63,None,2560819,Nick Nelson,23,CB,7,away,2018123004,2619,left,NA
week17,2018-12-30T23:13:52Z,31.040000000000006,30.943333333333335,0.83,1.11,0.08,78.92,201.77,None,2561585,Dallin Leavitt,32,DB,7,away,2018123004,2619,left,NA
week17,2018-12-30T23:13:52Z,20.650000000000006,23.483333333333334,0,0,0,NA,NA,None,NA,Football,NA,NA,7,football,2018123004,2619,left,NA
week17,2018-12-30T23:13:52Z,21.58,29.103333333333335,0.01,0.01,0.01,74.52,116.64,None,2532974,Kyle Wilber,58,OLB,8,away,2018123004,2619,left,NA
week17,2018-12-30T23:13:52Z,23.230000000000004,22.143333333333334,1.01,0.66,0.1,73.49,9.65,None,2532986,Tahir Whitehead,59,OLB,8,away,2018123004,2619,left,NA
week17,2018-12-30T23:13:52Z,19.08,28.433333333333337,0,0,0,246.28,88.18,None,2540258,Travis Kelce,87,TE,8,home,2018123004,2619,left,FLAT
week17,2018-12-30T23:13:52Z,21.939999999999998,17.393333333333338,0,0,0,145.86,45.63,None,2541200,Rashaan Melvin,22,CB,8,away,2018123004,2619,left,NA
week17,2018-12-30T23:13:52Z,16.42,25.913333333333334,0,0,0,281.92,240.11,None,2550268,Charcandrick West,30,RB,8,home,2018123004,2619,left,ANGLE
week17,2018-12-30T23:13:52Z,18.950000000000003,18.793333333333337,0,0,0,261.66,180.9,None,2552652,Chris Conley,17,WR,8,home,2018123004,2619,left,FLAT
week17,2018-12-30T23:13:52Z,30.290000000000006,19.193333333333335,0.37,0.64,0.04,105.67,17.12,None,2555342,Karl Joseph,42,SS,8,away,2018123004,2619,left,NA
week17,2018-12-30T23:13:52Z,19.819999999999993,17.873333333333335,0.15,0.22,0.03,273.58,79.82,None,2555478,Demarcus Robinson,11,WR,8,home,2018123004,2619,left,GO
week17,2018-12-30T23:13:52Z,22.989999999999995,29.793333333333337,0,0,0.01,72.21,29.7,None,2555568,Erik Harris,25,SS,8,away,2018123004,2619,left,NA
week17,2018-12-30T23:13:52Z,19.939999999999998,30.803333333333335,0,0,0,269.5,179.17,None,2556214,Tyreek Hill,10,WR,8,home,2018123004,2619,left,HITCH
week17,2018-12-30T23:13:52Z,21.64,30.773333333333337,0.09,0.66,0.01,107.75,347.08,None,2558062,Gareon Conley,21,CB,8,away,2018123004,2619,left,NA
week17,2018-12-30T23:13:52Z,16.400000000000006,23.543333333333337,0.14,0.89,0.02,265.71,309.72,None,2558125,Patrick Mahomes,15,QB,8,home,2018123004,2619,left,NA
week17,2018-12-30T23:13:52Z,24.709999999999994,27.643333333333334,0.17,0.9,0.02,87.6,247.21,None,2559054,Nicholas Morrow,50,ILB,8,away,2018123004,2619,left,NA
week17,2018-12-30T23:13:52Z,26.510000000000005,17.823333333333338,0.42,0.11,0.06,113.58,292.96,None,2560819,Nick Nelson,23,CB,8,away,2018123004,2619,left,NA
week17,2018-12-30T23:13:52Z,31.08,31.033333333333335,0.98,1.05,0.1,80.31,202.67,None,2561585,Dallin Leavitt,32,DB,8,away,2018123004,2619,left,NA
week17,2018-12-30T23:13:52Z,20.650000000000006,23.483333333333334,0,0,0,NA,NA,None,NA,Football,NA,NA,8,football,2018123004,2619,left,NA
week17,2018-12-30T23:13:52Z,21.569999999999993,29.103333333333335,0.01,0.01,0.01,75.16,113.37,None,2532974,Kyle Wilber,58,OLB,9,away,2018123004,2619,left,NA
week17,2018-12-30T23:13:52Z,23.22,22.053333333333335,0.88,0.87,0.09,76.57,7.58,None,2532986,Tahir Whitehead,59,OLB,9,away,2018123004,2619,left,NA
week17,2018-12-30T23:13:52Z,19.08,28.433333333333337,0,0,0,246.28,89.52,None,2540258,Travis Kelce,87,TE,9,home,2018123004,2619,left,FLAT
week17,2018-12-30T23:13:52Z,21.939999999999998,17.393333333333338,0,0,0,144.88,39,None,2541200,Rashaan Melvin,22,CB,9,away,2018123004,2619,left,NA
week17,2018-12-30T23:13:52Z,16.42,25.913333333333334,0,0,0,281.92,244.24,None,2550268,Charcandrick West,30,RB,9,home,2018123004,2619,left,ANGLE
week17,2018-12-30T23:13:52Z,18.950000000000003,18.793333333333337,0,0,0,261.66,180.13,None,2552652,Chris Conley,17,WR,9,home,2018123004,2619,left,FLAT
week17,2018-12-30T23:13:52Z,30.28,19.163333333333334,0.3,0.58,0.03,109.51,16.94,None,2555342,Karl Joseph,42,SS,9,away,2018123004,2619,left,NA
week17,2018-12-30T23:13:52Z,19.810000000000002,17.863333333333337,0.15,0.12,0.02,273.58,68.14,None,2555478,Demarcus Robinson,11,WR,9,home,2018123004,2619,left,GO
week17,2018-12-30T23:13:52Z,22.989999999999995,29.793333333333337,0,0,0,72.21,33.41,None,2555568,Erik Harris,25,SS,9,away,2018123004,2619,left,NA
week17,2018-12-30T23:13:52Z,19.939999999999998,30.803333333333335,0,0,0,269.5,193.96,None,2556214,Tyreek Hill,10,WR,9,home,2018123004,2619,left,HITCH
week17,2018-12-30T23:13:52Z,21.650000000000006,30.763333333333335,0.16,0.64,0.01,119.22,356.19,None,2558062,Gareon Conley,21,CB,9,away,2018123004,2619,left,NA
week17,2018-12-30T23:13:52Z,16.409999999999997,23.543333333333337,0.07,1.07,0.01,264.62,41.2,None,2558125,Patrick Mahomes,15,QB,9,home,2018123004,2619,left,NA
week17,2018-12-30T23:13:52Z,24.72,27.643333333333334,0.1,0.94,0.01,86.18,287.57,None,2559054,Nicholas Morrow,50,ILB,9,away,2018123004,2619,left,NA
week17,2018-12-30T23:13:52Z,26.569999999999993,17.793333333333337,0.44,0.18,0.06,112.23,292.87,None,2560819,Nick Nelson,23,CB,9,away,2018123004,2619,left,NA
week17,2018-12-30T23:13:52Z,31.129999999999995,31.113333333333337,1.04,0.84,0.1,80.31,210.77,None,2561585,Dallin Leavitt,32,DB,9,away,2018123004,2619,left,NA
week17,2018-12-30T23:13:52Z,20.620000000000005,23.353333333333335,4.79,0.41,0.13,NA,NA,None,NA,Football,NA,NA,9,football,2018123004,2619,left,NA
week17,2018-12-30T23:13:52Z,21.540000000000006,29.103333333333335,0.04,0.52,0.02,73.51,101.37,None,2532974,Kyle Wilber,58,OLB,10,away,2018123004,2619,left,NA
week17,2018-12-30T23:13:52Z,23.209999999999994,21.973333333333336,0.8,0.91,0.08,80.5,3.4,None,2532986,Tahir Whitehead,59,OLB,10,away,2018123004,2619,left,NA
week17,2018-12-30T23:13:52Z,19.08,28.433333333333337,0,0,0,246.28,97.41,None,2540258,Travis Kelce,87,TE,10,home,2018123004,2619,left,FLAT
week17,2018-12-30T23:13:52Z,21.939999999999998,17.383333333333333,0,0,0,144.88,36.95,None,2541200,Rashaan Melvin,22,CB,10,away,2018123004,2619,left,NA
week17,2018-12-30T23:13:52Z,16.42,25.913333333333334,0,0,0,281.92,241.33,None,2550268,Charcandrick West,30,RB,10,home,2018123004,2619,left,ANGLE
week17,2018-12-30T23:13:52Z,18.950000000000003,18.793333333333337,0,0,0,262.36,184.47,None,2552652,Chris Conley,17,WR,10,home,2018123004,2619,left,FLAT
week17,2018-12-30T23:13:52Z,30.269999999999996,19.143333333333338,0.21,0.61,0.02,112.41,17.24,None,2555342,Karl Joseph,42,SS,10,away,2018123004,2619,left,NA
week17,2018-12-30T23:13:52Z,19.810000000000002,17.833333333333336,0.16,0.06,0.02,274.31,54.93,None,2555478,Demarcus Robinson,11,WR,10,home,2018123004,2619,left,GO
week17,2018-12-30T23:13:52Z,22.989999999999995,29.793333333333337,0,0,0,72.21,35.71,None,2555568,Erik Harris,25,SS,10,away,2018123004,2619,left,NA
week17,2018-12-30T23:13:52Z,19.939999999999998,30.803333333333335,0,0.13,0,269.5,221.3,None,2556214,Tyreek Hill,10,WR,10,home,2018123004,2619,left,HITCH
week17,2018-12-30T23:13:52Z,21.650000000000006,30.733333333333334,0.19,0.42,0.03,121.33,358.92,None,2558062,Gareon Conley,21,CB,10,away,2018123004,2619,left,NA
week17,2018-12-30T23:13:52Z,16.39,23.533333333333335,0.21,1.22,0.01,264.62,96.26,None,2558125,Patrick Mahomes,15,QB,10,home,2018123004,2619,left,NA
week17,2018-12-30T23:13:52Z,24.730000000000004,27.633333333333336,0.18,1.05,0.02,84.56,342.6,None,2559054,Nicholas Morrow,50,ILB,10,away,2018123004,2619,left,NA
week17,2018-12-30T23:13:52Z,26.620000000000005,17.773333333333333,0.44,0.22,0.05,112.23,293.31,None,2560819,Nick Nelson,23,CB,10,away,2018123004,2619,left,NA
week17,2018-12-30T23:13:52Z,31.189999999999998,31.203333333333337,1.12,0.75,0.11,80.31,214.44,None,2561585,Dallin Leavitt,32,DB,10,away,2018123004,2619,left,NA
